mean_Log_energy,mean_MFCC_0th_coef,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_4th_coef,mean_MFCC_5th_coef,mean_MFCC_6th_coef,mean_MFCC_7th_coef,mean_MFCC_8th_coef,mean_MFCC_9th_coef,mean_MFCC_10th_coef,mean_MFCC_11th_coef,mean_MFCC_12th_coef,mean_delta_log_energy,mean_0th_delta,mean_1st_delta,mean_2nd_delta,mean_3rd_delta,mean_4th_delta,mean_5th_delta,mean_6th_delta,mean_7th_delta,mean_8th_delta,mean_9th_delta,mean_10th_delta,mean_11th_delta,mean_12th_delta,mean_delta_delta_log_energy,mean_delta_delta_0th,mean_1st_delta_delta,mean_2nd_delta_delta,mean_3rd_delta_delta,mean_4th_delta_delta,mean_5th_delta_delta,mean_6th_delta_delta,mean_7th_delta_delta,mean_8th_delta_delta,mean_9th_delta_delta,mean_10th_delta_delta,mean_11th_delta_delta,mean_12th_delta_delta,std_Log_energy,std_MFCC_0th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_3rd_coef,std_MFCC_4th_coef,std_MFCC_5th_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_9th_coef,std_MFCC_10th_coef,std_MFCC_11th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_0th_delta,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_12th_delta,std_delta_delta_log_energy,std_delta_delta_0th,std_1st_delta_delta,std_2nd_delta_delta,std_3rd_delta_delta,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta,class
10.1178,14.4926,8.7644,0.18971,-2.0757,-0.92052,0.024052,-1.1305,-0.39805,0.027319,-0.12041,-0.89084,0.27555,1.0183,-0.0012173,-0.0040975,0.0021962,0.0040434,0.0010124,-0.0030514,-0.0031881,0.0044076,-0.0007352,-0.0075791,0.0040186,-0.00078094,0.00052308,-0.00035858,0.0001315,-4.53E-5,4.74E-5,0.00054943,-0.00033912,-0.00011078,-0.00027776,4.91E-5,0.00016756,-0.00040409,0.00048725,0.00034133,-0.00030988,-0.00052834,0.18072,0.73891,0.7065,0.38843,0.22543,0.29856,0.35414,0.40396,0.20819,0.37823,0.27468,0.27835,0.18501,0.23375,0.039409,0.088151,0.074968,0.042982,0.038698,0.047225,0.042144,0.040434,0.036899,0.036403,0.039673,0.039957,0.029762,0.033544,0.015688,0.048034,0.045028,0.023413,0.018046,0.023312,0.022388,0.021007,0.016772,0.018328,0.019969,0.02165,0.013396,0.017662,1
9.9162,14.3804,8.9852,-0.69319,-2.0148,-0.25183,0.20816,-1.4919,-0.28884,0.54048,-0.3844,-0.67933,0.41213,0.95719,-0.0021759,0.0082189,-0.0070307,-0.0041402,0.0067605,0.00016157,-0.0036805,0.0030583,0.0014506,-0.0060712,-0.00030343,-1.14E-6,-0.0024419,0.00018127,-2.36E-5,-0.0002294,0.00016737,-0.00046825,0.00039328,6.63E-5,-3.18E-5,-0.00048121,-0.0001864,0.0002163,0.00020697,0.00012287,0.00013617,-0.0001049,0.20666,0.7089,0.68894,0.53339,0.3959,0.23473,0.33029,0.38626,0.3303,0.30654,0.21716,0.23096,0.23056,0.1883,0.028805,0.090137,0.09264,0.044957,0.041392,0.033475,0.04989,0.049501,0.044341,0.027836,0.031681,0.035577,0.029511,0.021635,0.011676,0.044959,0.043062,0.020064,0.020892,0.01624,0.023267,0.021635,0.02108,0.014098,0.014874,0.016996,0.013278,0.010635,1
9.8011,12.2331,6.8012,3.2723,-0.88695,-2.3027,-1.2681,-2.9225,0.64539,0.11701,0.66879,0.64446,-1.2327,-0.60817,-0.0017178,-0.0014566,-0.0022297,0.0017626,0.0018047,-0.0015627,0.0022321,-0.00015622,0.00041712,-0.0013983,0.002545,0.0015729,-0.0043173,0.0013872,-0.00050671,-0.00056741,0.0001417,-0.00017796,0.00011431,3.50E-5,-0.00050177,0.00015707,0.00066285,1.65E-5,-0.00042656,1.93E-5,-0.00039389,0.00029479,0.27911,0.52946,0.31911,0.25064,0.18057,0.17856,0.24706,0.24647,0.27603,0.19213,0.17059,0.1783,0.22029,0.2014,0.046573,0.067939,0.050965,0.030447,0.026502,0.02449,0.028722,0.039215,0.042805,0.031963,0.025526,0.030245,0.033792,0.029266,0.018673,0.031902,0.024921,0.015622,0.013927,0.012891,0.015524,0.020198,0.019504,0.015166,0.012988,0.015509,0.015811,0.013321,1
9.9161,12.4822,6.974,2.9799,-0.79222,-1.9128,-1.3332,-2.3348,0.0019819,0.19546,0.031229,0.30905,-0.38913,-0.78231,-0.0042012,-0.0082358,0.0016054,0.0013853,0.002019,0.0019479,-0.00034137,-0.0010433,0.00061768,6.81E-5,0.00145,0.0014328,-0.0005625,-0.004617,-0.00015212,0.00087928,-0.0013136,0.00020061,0.00037561,0.00012873,-0.00036359,0.00045575,-0.00074784,0.00033273,5.17E-5,-0.0006465,0.00037319,0.0004742,0.41923,0.79049,0.39438,0.44183,0.31129,0.24108,0.26211,0.35201,0.22216,0.236,0.16888,0.21631,0.19399,0.29772,0.055228,0.1193,0.064566,0.065363,0.036073,0.036987,0.035792,0.045597,0.035504,0.031196,0.025139,0.026293,0.027634,0.042857,0.021809,0.060911,0.031435,0.036943,0.017777,0.018692,0.019838,0.022728,0.01713,0.01543,0.012928,0.013574,0.013521,0.019792,1
10.0928,13.5148,6.8973,2.7498,-1.2067,-1.883,-2.0219,-2.3194,0.92409,-0.073581,0.58156,0.19867,-0.75016,-0.5745,-0.0024719,-0.002156,-0.0041334,-0.0034922,0.0047689,0.0020776,-0.0010553,-0.0037986,-0.00018038,0.0021846,0.00057395,-0.00011087,0.0025307,-0.00024841,-0.00039389,-0.00042071,0.00033873,0.00017219,-0.00024599,3.86E-6,0.00057653,8.26E-5,0.00010996,-0.00014049,-0.00015187,0.00011497,-0.00013712,-0.00024578,0.24148,0.61964,0.31859,0.25618,0.37218,0.24964,0.21128,0.29445,0.26285,0.19221,0.17488,0.19122,0.23683,0.17175,0.039803,0.081738,0.051338,0.039094,0.026288,0.029132,0.024609,0.034108,0.04253,0.028782,0.02148,0.027062,0.026105,0.026606,0.016757,0.037108,0.024345,0.019383,0.014514,0.01427,0.012139,0.018554,0.020912,0.015188,0.011823,0.014903,0.014286,0.012984,1
9.2282,8.8607,9.8574,2.2431,-0.35011,0.93677,-0.8563,-2.8153,-1.4172,1.4231,1.3139,-0.17598,-0.25534,0.5092,-0.0068976,-0.012985,0.0034568,-0.0036235,-0.0027909,0.0030571,0.004305,0.0010146,-0.00091081,-0.00051162,-0.00097775,-0.0022579,-0.0023249,-0.0013346,0.00055038,0.0041253,-0.0027336,0.00083564,0.0010382,-0.0010977,-0.00098649,0.00036293,0.00043935,-0.00044114,-0.00032724,0.00023209,-9.14E-5,-0.00068084,0.57531,2.5991,2.1567,0.73422,0.79531,0.4986,0.35944,0.57025,0.35447,0.42915,0.34009,0.32343,0.26121,0.30672,0.07242,0.2873,0.26362,0.083828,0.10565,0.058341,0.049839,0.075811,0.056932,0.060866,0.04257,0.039502,0.042849,0.0475,0.026327,0.15132,0.14663,0.038254,0.05301,0.030608,0.023559,0.035266,0.024964,0.028675,0.020066,0.018476,0.020189,0.023139,1
9.3735,5.2457,11.5024,3.1951,-0.67505,0.19772,-1.4312,-3.2328,-1.8479,1.1559,1.1839,-0.42226,-0.48361,0.62995,-0.0037892,0.012776,-0.018476,-0.0013803,0.0028348,-0.0014715,0.0018359,0.005275,0.00023919,-0.0046948,-0.00076812,0.0029631,-0.00051797,-0.0026884,0.00016574,7.97E-5,0.00034401,-0.00059856,-0.00053485,0.00042169,-5.14E-5,-0.00066571,-2.40E-5,0.00053359,-0.00026126,-0.00070868,0.00018364,0.00059964,0.36637,2.7637,2.3049,0.56952,0.85236,0.56835,0.58203,0.39517,0.36158,0.38145,0.26292,0.33796,0.26887,0.24744,0.061639,0.26843,0.24461,0.079855,0.11078,0.0771,0.067151,0.068966,0.049993,0.062735,0.045912,0.056539,0.037772,0.044465,0.027465,0.1446,0.12987,0.035617,0.053559,0.035429,0.031372,0.02926,0.022467,0.028496,0.022234,0.025371,0.017751,0.020497,1
9.601,9.431,9.4284,1.7388,-0.98671,0.32703,-1.3998,-3.5045,-2.0486,1.2059,1.1349,-0.8921,-1.0286,0.46233,-0.00348,-0.005723,-0.0042318,0.0028581,0.00034109,-0.0020927,0.0058088,0.0055313,-0.0030749,-0.0052377,0.0015802,0.0035123,-0.00078522,-0.00011741,0.00051144,-0.003735,0.0039824,-0.00040242,-0.0012619,0.00098764,-5.37E-5,-0.0014531,-0.00052899,0.0011552,0.00075926,-0.0003324,-0.00033835,8.07E-5,0.34736,2.4004,2.1615,0.54162,0.81773,0.46645,0.50229,0.46867,0.42208,0.4653,0.35878,0.36987,0.29547,0.31749,0.059961,0.2674,0.25209,0.093344,0.10461,0.079482,0.066945,0.068856,0.062654,0.071231,0.058085,0.050677,0.049559,0.058394,0.022443,0.12549,0.12535,0.040747,0.051079,0.038907,0.029175,0.032941,0.029,0.032249,0.026831,0.023247,0.019677,0.025805,1
10.2228,16.458,6.6578,0.92812,-1.6492,-1.1908,0.73504,-2.2551,-1.2169,0.94685,0.16247,-1.3351,-0.90131,-0.079822,0.0018281,0.0076293,-0.0015998,0.0039775,-0.0022759,6.34E-5,0.0019493,-0.0007287,0.0023885,8.88E-6,-0.00082204,0.0010499,0.00070732,-0.0025746,0.00022953,0.00012911,0.00021522,0.00028859,-0.00012882,8.19E-5,-0.00023486,0.00039996,-0.00021798,0.00015126,0.00015637,0.00013555,-0.00020026,-3.39E-5,0.16549,0.74176,0.4587,0.34363,0.22112,0.24738,0.40739,0.27287,0.1976,0.19668,0.22126,0.27621,0.19462,0.20314,0.031128,0.10097,0.067618,0.043209,0.028872,0.040005,0.072749,0.040873,0.031385,0.031757,0.029962,0.045458,0.030974,0.026178,0.011149,0.041862,0.033354,0.017516,0.01462,0.020388,0.033626,0.019955,0.014823,0.016144,0.015386,0.023343,0.015571,0.011646,0
10.3058,17.2965,6.2199,-0.12565,-0.54978,-1.5476,-0.053167,-1.9683,-1.8423,0.8656,0.91054,-1.6123,-1.1158,0.50721,0.0020736,-0.0020375,0.0023032,0.0064591,-0.009496,0.0035312,0.0044212,-0.0030667,0.0052313,0.0010561,-0.010782,0.0065001,0.00012602,-0.0046622,0.00013606,2.03E-5,0.00016066,-0.00025017,0.0005047,-0.00026735,-0.00035141,-2.99E-5,3.46E-5,0.00024615,0.00010716,-1.77E-5,0.00013643,-0.00022845,0.11906,0.58606,0.45627,0.48382,0.4656,0.28677,0.45081,0.21794,0.2709,0.15603,0.39824,0.36293,0.1636,0.24579,0.021758,0.075278,0.049392,0.038269,0.028245,0.038981,0.043944,0.025458,0.025065,0.02346,0.029788,0.03166,0.022724,0.023839,0.008479,0.029899,0.022573,0.015773,0.012591,0.017957,0.019426,0.011495,0.012067,0.011375,0.013958,0.01637,0.012079,0.011686,0
10.264,17.9028,6.0527,0.13828,-0.17878,-1.2222,-0.54687,-1.6696,-1.8349,0.72215,1.0124,-1.9505,-0.31856,0.23236,-0.00036707,-0.0011099,0.0044887,0.0023471,-0.011944,-0.0017374,0.011363,-0.0069628,0.0059141,0.0044287,-0.0042172,-0.00081221,-0.003311,0.001005,-0.00023893,-0.001101,0.00025032,7.26E-5,-7.38E-5,0.00014417,-4.52E-5,6.82E-5,-0.00026652,-0.00011592,4.94E-5,-2.23E-5,-1.51E-5,-5.71E-5,0.11781,0.42531,0.31426,0.31104,0.72337,0.21674,0.60497,0.34929,0.50367,0.22514,0.42838,0.18478,0.18791,0.16976,0.01716,0.05628,0.037406,0.021519,0.02793,0.025746,0.028202,0.027814,0.02303,0.020273,0.025292,0.023388,0.022494,0.021944,0.0073368,0.02423,0.018609,0.011444,0.013659,0.01299,0.015348,0.012624,0.010783,0.0096665,0.012484,0.012924,0.011804,0.01083,0
9.7792,15.2849,7.3356,0.96335,1.0394,-1.0148,-0.41845,-0.86676,0.63757,1.3377,1.0642,0.10392,-0.85825,0.71989,-0.00068839,0.0085087,-0.0043592,-0.00036944,-0.0048579,0.0015135,0.001885,-0.0023349,-0.0047945,0.00061717,0.0001344,0.00044657,-0.00062296,-3.98E-5,0.00031346,0.00084974,-0.00060556,0.00055901,-9.38E-5,0.00062977,-0.00052974,-0.00036424,0.00017585,0.00044702,0.00034866,2.14E-5,5.82E-5,-0.00019926,0.19808,0.62577,0.36769,0.34101,0.32548,0.26697,0.27252,0.27306,0.29802,0.25066,0.25925,0.31693,0.23941,0.26507,0.032864,0.089127,0.045879,0.048709,0.043495,0.036645,0.037302,0.038748,0.036982,0.033133,0.030296,0.032616,0.031229,0.031574,0.012437,0.038674,0.023351,0.023697,0.021255,0.018907,0.019104,0.01905,0.018024,0.016043,0.015481,0.015324,0.016705,0.016761,1
10.0632,15.6043,7.3515,1.2571,0.89372,-1.0168,-0.19143,-1.2428,0.61079,2.0072,0.94483,-0.072689,-0.71365,0.37607,5.35E-5,0.002197,0.00014207,-0.0027395,0.0022019,-0.0012342,0.0013858,0.00067189,-0.001605,0.00083189,0.00018943,-0.0013453,0.0013427,0.0018354,-6.16E-5,-0.00030028,0.00066538,-0.00010618,-0.00015658,-0.00034795,0.00034005,-0.00055239,-0.00029357,-0.00020695,0.00046382,-3.50E-5,-0.00038098,1.13E-5,0.17657,0.60294,0.3799,0.3305,0.3138,0.27849,0.28614,0.2944,0.24597,0.20268,0.23047,0.21763,0.21248,0.28551,0.027734,0.088987,0.041441,0.042472,0.032619,0.037511,0.040917,0.03967,0.026567,0.030295,0.025869,0.030186,0.029984,0.029794,0.0099108,0.039268,0.022948,0.022362,0.017822,0.020698,0.022356,0.019869,0.012755,0.01504,0.013653,0.015795,0.015894,0.014025,1
9.7998,14.705,7.6403,1.0681,0.80291,-2.0082,-0.93807,-1.1462,1.4095,2.1867,0.27346,-0.21404,-1.0887,0.30278,-0.0033097,-0.012484,0.0032524,-0.0041774,0.0070131,-0.0060593,-0.0036832,0.00063414,0.0032051,-0.0010538,-0.0042364,0.0015439,-0.0015278,0.0037599,2.08E-5,-0.00025614,0.00060144,-0.00080163,0.00051616,7.35E-5,-8.75E-5,-0.000372,-2.05E-5,0.00022262,4.83E-5,-0.00013363,-0.0003496,0.00015762,0.1778,0.70582,0.48466,0.43047,0.51627,0.41657,0.32474,0.27286,0.27392,0.21175,0.222,0.22003,0.2101,0.20689,0.030346,0.097903,0.063845,0.051944,0.054836,0.053119,0.049744,0.037022,0.042795,0.028678,0.029536,0.030517,0.027035,0.026886,0.012447,0.042068,0.033475,0.025457,0.028408,0.026276,0.025521,0.018993,0.018343,0.014801,0.01359,0.014201,0.013054,0.011964,1
10.3089,18.6294,4.3091,1.2316,2.4564,-1.6899,-1.6486,-0.96903,-0.22902,-0.79206,0.97747,1.2199,-1.121,-1.7245,-0.0026705,-0.0051884,-0.0046967,0.0051303,-0.0021843,-0.0037244,-0.00038724,0.0056353,0.00018203,-0.0025022,-0.0053811,0.0019887,0.0036959,-0.0011585,-0.00011165,-0.00022073,2.78E-5,7.07E-5,-0.00016486,5.43E-5,-0.0002092,0.00010375,0.00016178,0.00017664,-0.00018292,2.43E-5,-6.53E-5,-0.00022147,0.18891,0.47709,0.44035,0.35272,0.27858,0.37741,0.20874,0.52425,0.20188,0.33448,0.31557,0.24065,0.37494,0.31465,0.012351,0.061919,0.029961,0.038107,0.029256,0.030869,0.028722,0.032766,0.026726,0.031199,0.023695,0.030303,0.029752,0.033573,0.0042831,0.025497,0.015971,0.017728,0.015195,0.015752,0.015137,0.012852,0.012454,0.01577,0.011934,0.015861,0.013333,0.015619,1
9.756,18.4506,3.4116,1.6658,1.9696,-2.1382,-1.5043,-0.60916,-0.054811,-0.45484,1.4436,0.3656,-1.4637,-0.87145,-0.011407,0.0026002,-0.029891,0.0026374,0.0033722,-0.0066526,0.011194,0.0052191,0.011897,0.0080382,-0.00073676,-0.00040093,0.0080525,0.0030379,-0.00014846,-0.00011751,-0.00093056,-0.00060048,-0.00058317,0.00020055,0.00028102,0.0011431,0.0007243,0.00046356,4.74E-5,0.00010132,0.00010773,9.34E-5,0.60949,1.1815,1.4001,0.55568,0.41238,0.47286,0.45222,0.47103,0.68468,0.39045,0.41076,0.37252,0.59346,0.44472,0.058862,0.10048,0.064567,0.063545,0.050321,0.041944,0.047085,0.049258,0.042173,0.03932,0.033632,0.02969,0.028412,0.034883,0.021505,0.031617,0.026252,0.025309,0.023076,0.018407,0.019576,0.020774,0.018864,0.017825,0.01657,0.01457,0.014139,0.017871,1
10.0199,17.4366,4.4347,1.2542,2.0842,-1.8063,-2.5212,-0.79369,-0.37913,-0.84469,1.0687,0.71715,-1.1501,-1.2694,-0.0032006,0.0084746,-0.0162,0.0025767,-0.0022283,-0.0088195,0.0036186,0.00026534,0.0030718,0.0022627,-0.00064411,-0.00068672,0.0028659,0.0018065,-0.00015435,-0.00073076,-0.00019069,-8.35E-5,0.00030162,0.00033578,-0.00012677,-4.59E-5,-0.00013861,-0.00022241,0.00025351,0.0002723,-0.00080505,-0.00016118,0.23064,0.78381,0.90863,0.42638,0.32105,0.61938,0.297,0.41491,0.30417,0.29013,0.23763,0.38972,0.24804,0.26082,0.018584,0.064959,0.041747,0.036436,0.041507,0.04009,0.03438,0.036543,0.031618,0.034796,0.030455,0.033066,0.027397,0.030146,0.0067988,0.029164,0.017541,0.016684,0.019208,0.016614,0.015772,0.016292,0.014867,0.014977,0.015203,0.012748,0.012667,0.015345,1
10.5134,16.1782,6.9753,1.445,-1.7773,-1.0501,0.44102,-0.49379,-0.9642,-0.27606,-0.26092,-1.805,-0.80938,-0.039796,0.0010823,0.0095588,-0.0021804,-0.00083554,-0.00073746,0.0025529,-0.0037748,-0.002505,-0.0015935,-0.0011022,0.0016447,-0.0012094,-0.0015192,0.00083642,-0.00042096,-0.00068383,-0.00051706,0.00058504,0.00015422,7.19E-5,0.00030701,0.00053235,0.00052195,0.00020182,-4.54E-5,0.00034605,0.000334,-0.00020148,0.2076,0.55981,0.32947,0.18811,0.20336,0.28659,0.30318,0.20161,0.22943,0.17702,0.25199,0.23871,0.14366,0.17984,0.036341,0.064464,0.036123,0.025319,0.026244,0.03093,0.025947,0.028995,0.02949,0.023462,0.027741,0.02579,0.018225,0.021846,0.0084409,0.025682,0.02039,0.013075,0.013911,0.014823,0.014464,0.013783,0.015441,0.013278,0.014596,0.014391,0.0088919,0.012156,0
10.1738,15.9731,6.3131,1.567,-1.4547,-0.56811,-0.012003,-0.8986,-0.36811,0.19045,-1.2093,-1.5025,-0.4435,-0.10137,0.0055168,0.0056036,-0.0029962,0.0067445,0.0018506,0.0018123,0.0015258,0.0067276,-0.0012868,0.0004986,-0.0018471,-0.0031064,0.0035228,-0.0045357,-0.000754,-0.00090648,0.00041524,-0.00011734,-0.00026887,5.34E-5,2.51E-5,-3.79E-5,0.00036223,7.69E-5,0.00016212,0.00044952,5.33E-5,0.00029635,0.34561,0.63536,0.42079,0.38438,0.38872,0.28817,0.23417,0.2894,0.20478,0.28507,0.208,0.2871,0.31266,0.2923,0.063289,0.089509,0.045237,0.038669,0.048489,0.044067,0.028751,0.025447,0.026421,0.030994,0.030306,0.02747,0.030292,0.030072,0.019266,0.031542,0.022365,0.016072,0.021327,0.017648,0.014622,0.013687,0.014232,0.015491,0.014519,0.013429,0.01448,0.014888,0
10.12,15.5755,7.0368,1.561,-2.0754,-0.89505,-0.24275,-0.86242,-0.54786,0.12843,-0.64366,-1.664,-0.43761,0.078684,-0.0022863,0.0090886,-0.0026772,-0.0010552,-0.0020699,-0.0037429,-0.0018999,0.0035585,-0.00050455,-0.0018398,0.0015849,0.0019714,0.0038798,0.00099427,-0.00031885,-0.00025805,-0.0011298,0.00013615,0.00090942,-0.0002089,0.00021848,0.00033173,-0.00011925,0.00052484,3.62E-5,0.0002255,-0.00015819,-0.00013222,0.30118,0.57567,0.44925,0.33643,0.29587,0.27883,0.24809,0.25875,0.19663,0.23004,0.23008,0.23362,0.27786,0.16046,0.040376,0.079408,0.055541,0.03898,0.044954,0.02967,0.033042,0.03677,0.035211,0.039542,0.034908,0.03537,0.036918,0.026513,0.01374,0.030012,0.026663,0.015935,0.017612,0.01536,0.016138,0.016725,0.016155,0.01901,0.015682,0.016186,0.017448,0.014707,0
9.6983,9.8129,9.4137,2.9202,-0.69796,-0.00094187,-0.4823,-1.5254,-1.3678,0.050835,0.17223,-0.67717,-0.91424,-0.17362,-0.0025123,0.0014211,-0.00097846,-0.00094573,-0.0013463,-0.0012408,-0.0011562,2.79E-5,0.0013386,0.0010273,-0.0011251,-0.0035223,-0.0039172,-0.0030809,0.00022937,0.002623,-0.0020845,-0.00024527,0.00039875,-0.00054411,-0.00059517,4.55E-5,0.00039343,8.43E-6,-0.00021212,2.35E-5,0.00017492,-3.53E-5,0.43047,2.6067,1.9277,0.61976,0.83739,0.49424,0.53251,0.32789,0.37462,0.33236,0.29184,0.3335,0.27035,0.25539,0.063416,0.30314,0.26388,0.073857,0.12277,0.075936,0.087591,0.058118,0.052826,0.060627,0.045963,0.047778,0.039733,0.042796,0.02654,0.13757,0.12313,0.033396,0.053904,0.030241,0.034508,0.027368,0.02469,0.029842,0.021876,0.019984,0.01818,0.019675,1
9.2666,7.9373,9.3173,3.3099,-0.4053,0.27262,-0.55041,-1.7582,-1.4006,0.21045,0.19759,-0.7844,-0.79597,0.22445,-0.011067,-0.022825,-0.0093389,0.0060212,0.0036405,-0.0016834,0.00028555,0.0049806,0.0038672,-0.0007094,-1.35E-5,0.0025837,0.00085439,-0.0030105,0.00091677,0.0048145,0.00041493,-0.002383,-0.0013933,-0.00088972,-0.00030763,0.0001915,0.00034307,0.00010719,-0.00023855,-0.00039294,-0.00054666,-0.00050108,0.82864,3.0198,1.8658,0.62718,0.91127,0.8329,0.77039,0.40724,0.35304,0.39517,0.31139,0.31546,0.31819,0.34237,0.065826,0.30227,0.17614,0.08815,0.10267,0.077975,0.070523,0.06244,0.049291,0.06002,0.050014,0.046173,0.043853,0.041852,0.024689,0.13664,0.095601,0.036566,0.048206,0.028546,0.030264,0.031048,0.024671,0.029139,0.023779,0.023386,0.018331,0.01888,1
9.2692,8.4005,9.4767,3.0958,-0.39154,0.64756,-0.20719,-1.7303,-1.4385,0.42486,0.49698,-0.62814,-0.69184,0.39442,0.005643,0.0075731,-0.0019123,0.0024322,0.0011969,-0.0029457,0.00052899,0.0052439,0.0023574,-0.0037263,-0.0028957,0.0019505,0.0030287,0.0027321,-0.00031932,-0.0014437,0.0016379,-0.00053698,-0.00074747,0.00027913,0.00039622,1.94E-6,0.0001461,0.00061144,0.00036852,-0.00020689,-0.00026923,-0.00033992,0.59307,2.4964,1.7405,0.60856,0.94456,0.566,0.61466,0.46347,0.38114,0.38673,0.33151,0.34615,0.33289,0.26281,0.07132,0.27249,0.21497,0.10259,0.1281,0.082838,0.088449,0.05259,0.059159,0.071315,0.059499,0.048919,0.055706,0.04173,0.033678,0.13133,0.10766,0.049207,0.063543,0.035901,0.041125,0.025251,0.030037,0.033347,0.029198,0.024424,0.02785,0.019472,1
9.5048,14.0908,4.4359,2.5756,2.2098,-1.5733,-0.75228,-2.224,1.1675,0.8968,-0.037773,0.47052,-0.49166,0.14519,-0.010172,-0.034459,0.0039352,0.0069063,0.0028671,0.0068814,0.0024953,0.0040546,0.00012613,0.0058106,0.0095891,-0.00053196,0.0017217,0.0022525,-6.73E-5,-0.00024232,-0.00054981,-0.0006039,-5.36E-5,0.0010153,0.0009182,-4.29E-5,-0.0013662,0.00037153,-2.76E-5,-0.00028689,0.00050003,0.00044987,0.4155,1.3781,0.42233,0.32386,0.34157,0.62818,0.35903,0.35207,0.34067,0.32925,0.44123,0.25226,0.34339,0.30424,0.047998,0.080994,0.047193,0.054019,0.045106,0.049221,0.044178,0.048551,0.054705,0.04451,0.041784,0.034269,0.040624,0.034132,0.017889,0.033919,0.020324,0.025413,0.019679,0.020992,0.021143,0.022648,0.024262,0.021311,0.016419,0.016129,0.016666,0.017219,1
9.0307,14.2914,4.5017,1.825,1.4802,-1.4586,-0.87935,-1.9145,1.1215,1.3409,-0.10917,0.18142,-0.29465,0.088271,-0.01246,-0.012038,-0.010782,-0.0038976,0.004715,-0.0022019,0.0033194,-0.00065928,-0.00088045,-2.44E-5,0.002565,0.0019059,0.0045814,0.0021341,-0.00025446,-8.06E-6,-2.88E-5,-0.00041784,-0.00038733,0.00010283,0.00043678,8.57E-5,-0.00018022,-7.37E-5,-7.51E-5,-0.00010031,-0.00054385,-0.00015447,0.61648,1.0458,0.4922,0.36843,0.41614,0.36764,0.35906,0.28133,0.2925,0.31129,0.32698,0.30507,0.36438,0.2826,0.047939,0.099445,0.052669,0.050674,0.056236,0.048263,0.053846,0.038875,0.0423,0.039075,0.037849,0.036329,0.042407,0.036551,0.019113,0.039206,0.022651,0.023543,0.027333,0.022903,0.024802,0.01982,0.021432,0.018379,0.020675,0.017704,0.019762,0.018864,1
9.2669,14.5224,4.1156,2.9311,1.3793,-0.44386,-0.83322,-1.1078,1.0005,2.02,0.28906,-0.33208,0.21162,-0.2544,0.0022443,0.0062252,0.00036806,-0.0018336,3.82E-5,0.0019107,0.0032501,0.00060316,-0.0061275,-0.0019845,0.0030347,0.0021703,0.0025699,0.0017945,-0.00031913,0.0013851,-0.00036585,-0.00073777,-0.00038337,-0.00038013,-0.00026388,6.61E-6,-0.00040661,-0.00035429,0.00016979,0.00067314,0.00061104,2.69E-5,0.21803,0.46334,0.25258,0.32053,0.32415,0.41739,0.33923,0.29348,0.27224,0.25402,0.26927,0.25594,0.26778,0.24995,0.039464,0.070465,0.033904,0.047282,0.039579,0.04466,0.038654,0.042503,0.042972,0.037826,0.031645,0.038916,0.038702,0.031478,0.015363,0.0272,0.017047,0.020721,0.018999,0.022667,0.018382,0.019825,0.018952,0.018959,0.016304,0.01768,0.018887,0.015589,1
9.5007,15.933,4.4566,-0.98526,-0.099732,-4.9563,-0.26338,-1.5772,0.34529,-0.40403,-0.90121,-0.89165,0.063468,-0.23969,-0.0048788,-0.0054411,0.0022837,-0.0088295,0.0067434,-0.0035302,0.0054795,-0.0029397,0.0045317,-0.0019339,0.0031494,-0.002001,0.0035672,-0.00089432,0.00029209,-0.0002196,0.00022865,7.46E-5,6.77E-6,-6.02E-5,0.00033102,6.98E-5,0.00030646,-0.00020213,5.33E-5,0.00023216,0.00042516,0.00024796,0.29146,0.60877,0.49223,0.53532,0.50232,0.54726,0.38375,0.42032,0.37679,0.35323,0.32512,0.32878,0.30279,0.26879,0.058152,0.078656,0.063681,0.067269,0.064606,0.058137,0.052138,0.057226,0.050811,0.043458,0.04931,0.044486,0.042972,0.037048,0.025836,0.035273,0.034563,0.029379,0.030878,0.028799,0.023198,0.026991,0.02604,0.02239,0.024518,0.021465,0.023676,0.020471,1
